Region,Country,country_un,year,idnumber,ee1,ee2,ee3,ee4,ee5,ee6,ti1,ti2,ti3,ti4,ti5,ti7,ti8,ti9,ti10,ti11,ti12,sc1,pe1,pe2,pe3,pe4,pe5,pe6,aps1,aps2,aps3,aps4,psy2,psy3,psy5,psy7,psy8,par1,par2,pp1,pp2,pp4,pp6,pp7,pp8,pp9,dv3,dem1,dem2,dem3,dem_afro1,dem_afro2,dem_afro3,sd1,sd2,sd3,imp1,imp2,imp3,nimp1,nimp2,nimp3,imp4,gov1,gov2,gov3,gov5,cup1,cup2,cup3,cup4,rp1,rp2,rp4,rp5,rp6,rp7,int1,ci1,ci2,ci3,pcg1,pcg2,pcg3,pcg4,pcg5,pcg6,rd1,rd2,sm1,sm2,sm3,sm4,sm5,da1,da2,da3,gbse1,gbse2,gbse3,gbse4,gbse5,gbse6,gbse7,gbse8,gbse9,gbse10,gbse11,gbse12,gbse13,gbse14,gbse15,gbse16,gbse17,wt,couweight,regionweight
3,Egypt,818,2016,50001,4,5,4,4,-1,-1,-1,2,1,-1,3,1,4,3,-1,-1,-1,2,2,-1,1,-1,-1,3,-1,-1,-1,-1,4,4,3,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,3,3000002,-1,-1,6,-1,-1,-1,-1,4,4,1,-1,-1,4,2,1,-1,1,2,-1,4,4,-1,-1,-1,2,2,1,1,1,1,-1,-1,-1,2,2,1,2,4,4,4,1,47,5,3001,-1,3,3,-1,2,-1,-1,2,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50002,1,5,4,2,-1,-1,-1,3,2,-1,3,4,4,4,-1,-1,-1,1,2,-1,1,-1,-1,3,-1,-1,-1,-1,3,1,3,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,2,4,-1,-1,-1,-1,-1,5,3000002,-1,-1,6,-1,-1,-1,-1,1,2,1,-1,-1,3,1,1,-1,1,1,-1,6,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,50,3,3001,-1,2,3,-1,2,-1,-1,2,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50003,1,5,2,1,-1,-1,-1,4,2,-1,3,2,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,4,2,3,-1,-1,-1,-1,-1,5,3000002,-1,-1,6,-1,-1,-1,-1,4,4,1,-1,-1,3,4,1,-1,1,1,-1,5,1,-1,-1,-1,1,1,3,1,3,1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1,45,3,3001,-1,1,3,-1,2,-1,-1,1,2,3,2,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50004,2,1,5,4,-1,-1,-1,3,4,-1,2,2,3,3,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,4,3,4,-1,1,1,0,-1,-1,-1,1,3,-1,-1,-1,2,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,1,1,-1,-1,4,2,1,-1,1,2,-1,4,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,1,1,2,59,3,3001,-1,1,3,-1,1,-1,-1,2,2,3,3,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50005,4,4,4,4,-1,-1,-1,2,2,-1,4,2,4,3,-1,-1,-1,1,1,-1,1,-1,-1,3,-1,-1,-1,-1,3,2,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,4,4,3,-1,-1,-1,-1,-1,3,3000008,-1,-1,8,-1,-1,-1,-1,3,3,1,-1,-1,3,3,1,-1,1,1,-1,7,4,-1,-1,-1,3,2,2,1,1,2,-1,-1,-1,2,2,1,2,4,3,3,2,20,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50006,2,3,8,2,-1,-1,-1,1,1,-1,1,2,2,2,-1,-1,-1,1,1,-1,1,-1,-1,3,-1,-1,-1,-1,2,2,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,3,3000002,-1,-1,6,-1,-1,-1,-1,2,1,1,-1,-1,3,1,2,-1,1,1,-1,5,3,-1,-1,-1,2,2,1,1,2,2,-1,-1,-1,2,2,1,1,3,3,3,1,42,3,3001,-1,1,3,-1,2,-1,-1,2,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50007,4,2,5,4,-1,-1,-1,3,3,-1,4,1,4,3,-1,-1,-1,1,1,-1,1,-1,-1,9,-1,-1,-1,-1,3,4,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,8,3000001,-1,-1,1,-1,-1,-1,-1,3,2,2,-1,-1,3,3,9,-1,2,1,-1,8,4,-1,-1,-1,3,1,2,2,2,3,-1,-1,-1,2,2,1,1,3,4,3,1,24,5,3001,-1,2,2,-1,1,-1,-1,2,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50008,1,4,5,4,-1,-1,-1,2,2,-1,4,1,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,4,4,3,-1,-1,-1,-1,-1,1,3000002,-1,-1,6,-1,-1,-1,-1,3,1,1,-1,-1,4,3,9,-1,9,3,-1,1,1,-1,-1,-1,2,2,1,1,3,2,-1,-1,-1,-1,-1,-1,-1,2,4,2,2,47,1,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50009,1,5,3,1,-1,-1,-1,3,4,-1,2,1,8,3,-1,-1,-1,2,2,-1,2,-1,-1,3,-1,-1,-1,-1,2,2,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,3,3000001,-1,-1,1,-1,-1,-1,-1,1,3,1,-1,-1,4,2,1,-1,4,8,-1,0,3,-1,-1,-1,2,1,1,1,2,2,-1,-1,-1,2,2,1,1,4,4,4,1,27,3,3001,-1,1,3,-1,2,-1,-1,1,2,3,2,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50010,2,2,4,2,-1,-1,-1,3,2,-1,4,2,4,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,3,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,4,3000008,-1,-1,8,-1,-1,-1,-1,4,3,1,-1,-1,4,3,1,-1,3,1,-1,5,1,-1,-1,-1,2,3,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,4,3,3,2,57,5,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50011,2,5,4,4,-1,-1,-1,4,2,-1,3,3,4,3,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,3,2,2,-1,1,2,3005002,-1,-1,-1,1,1,-1,-1,-1,2,1,4,-1,-1,-1,-1,-1,5,3000002,-1,-1,6,-1,-1,-1,-1,1,3,1,-1,-1,4,3,1,-1,1,1,-1,3,4,-1,-1,-1,1,2,2,2,3,2,-1,-1,-1,2,2,1,1,3,2,3,1,53,3,3001,-1,2,2,-1,2,-1,-1,2,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50012,2,5,4,2,-1,-1,-1,3,2,-1,4,2,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,2,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,1,3000002,-1,-1,6,-1,-1,-1,-1,4,3,1,-1,-1,4,2,1,-1,2,2,-1,4,3,-1,-1,-1,2,2,2,1,1,1,-1,-1,-1,2,2,1,1,5,3,3,1,50,5,3001,-1,1,2,-1,2,-1,-1,1,2,3,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50013,4,1,5,4,-1,-1,-1,3,2,-1,3,1,4,4,-1,-1,-1,1,1,-1,1,-1,-1,3,-1,-1,-1,-1,1,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1,2,3000008,-1,-1,8,-1,-1,-1,-1,4,1,1,-1,-1,4,4,1,-1,3,1,-1,2,4,-1,-1,-1,3,3,1,2,1,2,-1,-1,-1,2,2,2,1,4,4,4,2,27,5,3001,-1,1,2,-1,2,-1,-1,1,2,3,2,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50014,4,4,4,4,-1,-1,-1,3,3,-1,4,1,4,4,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,4,3,-1,-1,-1,-1,-1,6,3000002,-1,-1,6,-1,-1,-1,-1,3,3,2,-1,-1,3,3,1,-1,1,1,-1,4,1,-1,-1,-1,3,2,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,4,3,3,1,59,3,3001,-1,2,2,-1,1,-1,-1,1,2,3,3,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50015,4,3,3,4,-1,-1,-1,3,3,-1,3,2,3,3,-1,-1,-1,2,1,-1,1,-1,-1,8,-1,-1,-1,-1,2,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,9,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,2,1,1,-1,-1,3,2,8,-1,8,1,-1,5,4,-1,-1,-1,2,1,2,2,1,2,-1,-1,-1,2,2,1,1,3,2,3,1,18,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50016,2,4,1,4,-1,-1,-1,2,2,-1,4,3,3,2,-1,-1,-1,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,2,4,4,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,3,1,8,-1,-1,-1,-1,-1,1,3000001,-1,-1,1,-1,-1,-1,-1,1,4,1,-1,-1,4,1,1,-1,4,2,-1,1,4,-1,-1,-1,2,1,1,1,1,1,-1,-1,-1,2,2,1,1,3,1,3,1,50,5,3001,-1,1,3,-1,2,-1,-1,1,2,3,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50017,4,5,5,5,-1,-1,-1,4,4,-1,4,2,4,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,4,3,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,1,4,-1,-1,-1,-1,-1,7,3000008,-1,-1,8,-1,-1,-1,-1,4,4,2,-1,-1,4,2,1,-1,1,1,-1,8,4,-1,-1,-1,3,2,2,2,1,2,-1,-1,-1,2,2,1,2,2,1,4,2,38,5,3001,-1,1,2,-1,1,-1,-1,2,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50018,2,2,4,2,-1,-1,-1,2,2,-1,4,2,4,3,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,4,4,-1,1,1,0,-1,-1,-1,1,2,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,7,3000002,-1,-1,6,-1,-1,-1,-1,1,3,1,-1,-1,4,3,1,-1,1,1,-1,7,4,-1,-1,-1,1,2,1,1,1,1,-1,-1,-1,2,2,1,2,5,4,1,2,49,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50019,4,3,4,2,-1,-1,-1,3,2,-1,3,8,3,1,-1,-1,-1,1,2,-1,1,-1,-1,8,-1,-1,-1,-1,2,2,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,8,-1,1,-1,1,2,-1,3,4,-1,-1,-1,3,2,3,2,3,8,-1,-1,-1,2,2,2,1,5,3,3,1,51,5,3001,-1,1,2,-1,1,-1,-1,2,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50020,2,4,3,4,-1,-1,-1,4,3,-1,2,2,4,2,-1,-1,-1,1,2,-1,2,-1,-1,1,-1,-1,-1,-1,2,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,4,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,3,1,1,-1,1,2,-1,7,3,-1,-1,-1,2,2,2,2,2,2,-1,-1,-1,2,2,2,1,3,3,3,1,48,5,3001,-1,1,3,-1,2,-1,-1,2,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50021,1,1,4,2,-1,-1,-1,4,3,-1,4,2,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,1,2,-1,1,1,0,-1,-1,-1,1,2,-1,-1,-1,2,2,3,-1,-1,-1,-1,-1,10,3000007,-1,-1,10,-1,-1,-1,-1,3,3,1,-1,-1,4,2,2,-1,2,2,-1,6,1,-1,-1,-1,2,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,42,1,3001,-1,1,3,-1,2,-1,-1,1,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50022,1,1,2,4,-1,-1,-1,2,2,-1,3,2,4,2,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,3,2,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,3,1,-1,-1,-1,-1,-1,6,3000001,-1,-1,1,-1,-1,-1,-1,1,3,2,-1,-1,4,2,1,-1,1,1,-1,7,1,-1,-1,-1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,53,2,3001,-1,1,3,-1,1,-1,-1,1,2,3,3,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50023,2,4,4,4,-1,-1,-1,4,4,-1,3,1,3,4,-1,-1,-1,1,1,-1,1,-1,-1,8,-1,-1,-1,-1,2,2,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,4,4,1,-1,-1,3,3,1,-1,3,3,-1,3,1,-1,-1,-1,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,4,3,3,2,58,1,3001,-1,2,3,-1,1,-1,-1,1,2,3,3,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50024,1,5,3,4,-1,-1,-1,4,3,-1,3,1,3,4,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,4,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,4,3000001,-1,-1,1,-1,-1,-1,-1,4,4,1,-1,-1,4,4,1,-1,1,3,-1,6,3,-1,-1,-1,2,1,3,3,1,2,-1,-1,-1,2,2,1,1,2,3,2,1,50,3,3001,-1,1,3,-1,2,-1,-1,2,2,3,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50025,4,2,5,4,-1,-1,-1,4,2,-1,2,3,4,2,-1,-1,-1,1,1,-1,1,-1,-1,3,-1,-1,-1,-1,2,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,6,3000003,-1,-1,7,-1,-1,-1,-1,4,3,1,-1,-1,3,2,1,-1,1,1,-1,4,4,-1,-1,-1,2,2,2,1,1,2,-1,-1,-1,2,2,1,2,2,3,2,2,34,5,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50026,2,3,3,4,-1,-1,-1,1,1,-1,3,1,4,4,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,2,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,1,3000001,-1,-1,1,-1,-1,-1,-1,2,1,8,-1,-1,4,2,9,-1,9,3,-1,98,1,-1,-1,-1,2,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,49,1,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,3,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50027,1,5,5,2,-1,-1,-1,1,1,-1,2,1,4,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,4,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,4,4,1,-1,-1,-1,-1,-1,5,3000007,-1,-1,10,-1,-1,-1,-1,4,1,1,-1,-1,4,1,1,-1,1,3,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,57,1,3001,-1,2,3,-1,2,-1,-1,1,2,3,1,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50028,1,2,4,2,-1,-1,-1,2,1,-1,2,1,3,2,-1,-1,-1,2,2,-1,1,-1,-1,2,-1,-1,-1,-1,1,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,3,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,3,1,-1,-1,3,3,1,-1,1,1,-1,5,3,-1,-1,-1,1,2,1,1,2,1,-1,-1,-1,2,2,2,2,4,3,4,2,43,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,3,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50029,2,3,3,2,-1,-1,-1,3,2,-1,4,2,4,3,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,3,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,8,1,-1,-1,4,2,1,-1,1,1,-1,4,1,-1,-1,-1,2,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,5,4,5,2,57,2,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50030,2,3,4,2,-1,-1,-1,3,3,-1,3,3,3,3,-1,-1,-1,1,2,-1,1,-1,-1,2,-1,-1,-1,-1,2,2,2,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,4,3000002,-1,-1,6,-1,-1,-1,-1,1,2,1,-1,-1,4,3,1,-1,1,1,-1,7,3,-1,-1,-1,2,1,1,1,2,2,-1,-1,-1,2,2,1,1,4,3,3,1,52,5,3001,-1,1,3,-1,2,-1,-1,1,2,3,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50031,4,4,4,5,-1,-1,-1,3,3,-1,4,3,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,3,3,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,4,3,-1,-1,-1,-1,-1,6,3000002,-1,-1,6,-1,-1,-1,-1,3,3,2,-1,-1,4,4,1,-1,1,2,-1,8,1,-1,-1,-1,3,2,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,59,3,3001,-1,2,3,-1,1,-1,-1,2,2,3,1,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50032,1,1,1,5,-1,-1,-1,2,1,-1,2,1,4,2,-1,-1,-1,2,1,-1,1,-1,-1,2,-1,-1,-1,-1,4,3,3,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,4,1,4,-1,-1,-1,-1,-1,3,3000007,-1,-1,10,-1,-1,-1,-1,1,3,1,-1,-1,4,2,1,-1,1,1,-1,2,4,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,2,2,1,2,3,3,3,2,24,5,3001,-1,2,3,-1,1,-1,-1,2,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50033,2,3,4,4,-1,-1,-1,3,2,-1,3,2,4,3,-1,-1,-1,2,1,-1,1,-1,-1,8,-1,-1,-1,-1,3,3,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,4,3,-1,-1,-1,-1,-1,6,3000001,-1,-1,1,-1,-1,-1,-1,3,4,2,-1,-1,3,3,1,-1,1,1,-1,6,2,-1,-1,-1,2,1,1,1,3,2,-1,-1,-1,1,1,1,1,4,3,4,1,60,5,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50034,4,4,5,4,-1,-1,-1,3,2,-1,3,2,4,3,-1,-1,-1,2,2,-1,1,-1,-1,3,-1,-1,-1,-1,1,1,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,5,3000007,-1,-1,10,-1,-1,-1,-1,3,8,1,-1,-1,3,2,1,-1,1,1,-1,6,4,-1,-1,-1,3,1,2,1,2,2,-1,-1,-1,2,2,1,1,4,3,4,1,21,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50035,2,4,5,4,-1,-1,-1,2,1,-1,4,1,3,2,-1,-1,-1,2,1,-1,1,-1,-1,1,-1,-1,-1,-1,3,4,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,1,-1,-1,-1,-1,-1,1,3000006,-1,-1,8,-1,-1,-1,-1,3,2,1,-1,-1,4,3,4,-1,4,1,-1,1,4,-1,-1,-1,3,1,3,2,2,2,-1,-1,-1,2,2,1,1,4,3,4,2,40,5,3001,-1,1,3,-1,2,-1,-1,2,2,3,1,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50036,1,3,3,4,-1,-1,-1,3,2,-1,4,1,3,3,-1,-1,-1,1,2,-1,1,-1,-1,3,-1,-1,-1,-1,3,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,2,2,3,-1,-1,-1,-1,-1,1,3000008,-1,-1,8,-1,-1,-1,-1,3,1,1,-1,-1,4,3,1,-1,1,1,-1,4,4,-1,-1,-1,2,1,3,1,1,2,-1,-1,-1,2,2,1,1,3,3,3,1,45,5,3001,-1,1,3,-1,1,-1,-1,2,2,3,1,-1,2,0.705882353,0.81452549,0.756302521
3,Egypt,818,2016,50037,1,4,8,4,-1,-1,-1,1,1,-1,1,1,4,1,-1,-1,-1,2,1,-1,1,-1,-1,8,-1,-1,-1,-1,3,1,3,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,5,3000009,3005005,-1,11,11,-1,-1,-1,1,1,1,-1,-1,4,1,1,-1,1,1,-1,7,4,-1,-1,-1,1,2,1,1,2,1,-1,-1,-1,2,2,1,2,3,3,3,1,38,5,3001,-1,2,3,-1,2,-1,-1,2,2,3,2,-1,2,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50038,1,5,5,4,-1,-1,-1,3,2,-1,3,2,4,4,-1,-1,-1,2,1,-1,1,-1,-1,1,-1,-1,-1,-1,3,1,2,-1,2,1,0,-1,-1,-1,1,3,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,3,1,-1,-1,3,3,1,-1,1,2,-1,1,4,-1,-1,-1,2,2,2,1,1,1,-1,-1,-1,2,2,1,2,3,3,3,2,59,5,3001,-1,2,3,-1,1,-1,-1,2,2,3,1,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50039,4,5,5,4,-1,-1,-1,4,3,-1,4,1,3,4,-1,-1,-1,2,2,-1,1,-1,-1,4,-1,-1,-1,-1,2,2,1,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,4,3000002,-1,-1,6,-1,-1,-1,-1,4,4,2,-1,-1,3,3,1,-1,3,1,-1,1,1,-1,-1,-1,3,4,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,4,3,1,59,5,3001,-1,2,3,-1,2,-1,-1,1,2,3,1,-1,3,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50040,2,3,4,2,-1,-1,-1,4,3,-1,3,1,4,4,-1,-1,-1,2,1,-1,1,-1,-1,8,-1,-1,-1,-1,2,2,1,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,4,3000002,-1,-1,6,-1,-1,-1,-1,4,4,2,-1,-1,3,3,1,-1,3,3,-1,98,1,-1,-1,-1,2,3,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,4,3,3,2,59,1,3001,-1,1,3,-1,1,-1,-1,1,2,3,1,-1,2,0.979591837,1.130361905,1.049562682
3,Egypt,818,2016,50041,1,2,2,4,-1,-1,-1,2,1,-1,2,1,3,1,-1,-1,-1,1,1,-1,1,-1,-1,2,-1,-1,-1,-1,3,3,3,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,3,4,3,-1,-1,-1,-1,-1,1,3000001,-1,-1,1,-1,-1,-1,-1,1,3,1,-1,-1,4,1,1,-1,1,1,-1,1,4,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,2,2,2,1,4,4,4,1,31,5,3001,-1,2,3,-1,2,-1,-1,2,2,3,2,-1,2,1.178181818,1.359517091,1.262337662
3,Egypt,818,2016,50042,1,1,3,2,-1,-1,-1,1,1,-1,1,1,4,1,-1,-1,-1,1,1,-1,1,-1,-1,2,-1,-1,-1,-1,4,3,3,-1,2,1,0,-1,-1,-1,1,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,1,3000002,-1,-1,6,-1,-1,-1,-1,1,3,1,-1,-1,4,2,1,-1,1,2,-1,5,4,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,5,4,4,1,39,3,3001,-1,1,3,-1,2,-1,-1,1,2,3,3,-1,1,0.670807453,0.774052173,0.718722271
3,Egypt,818,2016,50043,2,4,4,2,-1,-1,-1,4,3,-1,3,2,4,3,-1,-1,-1,1,2,-1,1,-1,-1,4,-1,-1,-1,-1,4,1,4,-1,1,2,3005011,-1,-1,-1,1,3,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,5,3000001,-1,-1,1,-1,-1,-1,-1,3,4,2,-1,-1,4,4,1,-1,1,1,-1,5,1,-1,-1,-1,3,1,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,2,20,3,3001,-1,1,3,-1,1,-1,-1,1,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
3,Egypt,818,2016,50044,4,4,5,4,-1,-1,-1,1,1,-1,1,1,4,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,3,1,2,-1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,6,3000001,-1,-1,1,-1,-1,-1,-1,1,2,1,-1,-1,4,1,2,-1,1,1,-1,4,4,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,2,2,1,2,3,1,1,2,20,2,3001,-1,1,3,-1,1,-1,-1,1,2,3,2,-1,2,1.894736842,2.186357894,2.030075187
